,model_s,root_mean_squared_error,error from mean
0,ridge,0.1651231095269495,22.747311836368382
1,lasso,0.24127718681937627,33.238275510347684
2,elasticnet,0.1652018637959646,22.758161001702444
3,randomforest,0.16532376618664418,22.77495423980419
4,Xgboost,0.16294174151629073,22.446807209787117
